id,title,description,genres,imdb_rating,views,ismovie,media_type_name,lang_id,language_name,enhanced_text
297,Asehi Ekada Vhave,Asehi Ekada Vhave (असेही एकदा व्हावे) Full Marathi Movie,"Drama, Love Story",7.2,2174002,1,Movie,14,मराठी,"Asehi Ekada Vhave Asehi Ekada Vhave Asehi Ekada Vhave  अस ह  एकद  व ह व   Full Marathi Movie Asehi Ekada Vhave  अस ह  एकद  व ह व   Full Marathi Movie Drama Love Story film with drama, love story elements good quality rated content moderately popular content feature length movie film cinema movie entertainment content मराठी language content language 14 entertainment"
1149,Atumgiri,"An 18-year-old Mithu is in love with a girl since his childhood but is unable to grab her attention. He professes his love to her but ends up heartbroken. Frustrated with the entire situation, he attempts to commit suicide but is saved by his friends Samar and Asif. In order to help Mithu, his two friends take him to Uttam Tonge, who teaches them how to pursue girls.","Drama, Romance",7.1,11210095,1,Movie,14,मराठी,"Atumgiri Atumgiri An 18-year-old Mithu is in love with a girl since his childhood but is unable to grab her attention. He professes his love to her but ends up heartbroken. Frustrated with the entire situation, he attempts to commit suicide but is saved by his friends Samar and Asif. In order to help Mithu, his two friends take him to Uttam Tonge, who teaches them how to pursue girls. An 18-year-old Mithu is in love with a girl since his childhood but is unable to grab her attention. He professes his love to her but ends up heartbroken. Frustrated with the entire situation, he attempts to commit suicide but is saved by his friends Samar and Asif. In order to help Mithu, his two friends take him to Uttam Tonge, who teaches them how to pursue girls. romantic emotional storyline elements of friendship Drama Romance film with drama, romance elements good quality rated content popular well known content feature length movie film cinema movie entertainment content मराठी language content language 14 entertainment regional blockbuster crossover potential"
1150,Thank You Vitthala,"The story of one such person who is fed up of his life. But, during his life journey, he finds the company of Vitthala, which changes his life.",Drama,7.6,383,1,Movie,14,मराठी,"Thank You Vitthala Thank You Vitthala The story of one such person who is fed up of his life. But, during his life journey, he finds the company of Vitthala, which changes his life. The story of one such person who is fed up of his life. But, during his life journey, he finds the company of Vitthala, which changes his life. elements of drama elements of adventure elements of family Drama film with drama elements very good well received content niche independent content feature length movie film cinema movie entertainment content मराठी language content language 14 entertainment"
1151,Kaakan,काकण क्रांती रेडकर दिग्दर्शित मराठी भाषेतील चित्रपट आहे. या चित्रपटात अभिनेता जितेंद्र जोशी आणि अभिनेत्री ऊर्मिला कानिटकर यांच्या प्रमुख भूमिका आहेत.,Love Story,7.5,3100092,1,Movie,14,मराठी,Kaakan Kaakan क कण क र  त  र डकर द ग दर श त मर ठ  भ ष त ल च त रपट आह . य  च त रपट त अभ न त  ज त  द र ज श  आण  अभ न त र  ऊर म ल  क न टकर य  च य  प रम ख भ म क  आह त. क कण क र  त  र डकर द ग दर श त मर ठ  भ ष त ल च त रपट आह . य  च त रपट त अभ न त  ज त  द र ज श  आण  अभ न त र  ऊर म ल  क न टकर य  च य  प रम ख भ म क  आह त. Love Story film with love story elements very good well received content moderately popular content feature length movie film cinema movie entertainment content मराठी language content language 14 entertainment
1152,Odh,ही कथा दोन किशोरांभोवती फिरते आहे जे चांगले मित्र आहेत आणि कठीण काळात एकमेकांच्या पाठीशी उभे आहेत. पण समाजात एखादा मुलगा आणि मुलगी फक्त मित्र म्हणूनच दिसते का? त्यासाठी पहा संपूर्ण चित्रपट फ़क्त आणि फक़्त मराठी वर.,Romance,7.2,3400062,1,Movie,14,मराठी,Odh Odh ह  कथ  द न क श र  भ वत  फ रत  आह  ज  च  गल  म त र आह त आण  कठ ण क ळ त एकम क  च य  प ठ श  उभ  आह त. पण सम ज त एख द  म लग  आण  म लग  फक त म त र म हण नच द सत  क ? त य स ठ  पह  स प र ण च त रपट फ़क त आण  फक़ त मर ठ  वर. ह  कथ  द न क श र  भ वत  फ रत  आह  ज  च  गल  म त र आह त आण  कठ ण क ळ त एकम क  च य  प ठ श  उभ  आह त. पण सम ज त एख द  म लग  आण  म लग  फक त म त र म हण नच द सत  क ? त य स ठ  पह  स प र ण च त रपट फ़क त आण  फक़ त मर ठ  वर. Romance film with romance elements good quality rated content moderately popular content feature length movie film cinema movie entertainment content मराठी language content language 14 entertainment
1154,Gavthi,"Gavthi is a Marathi romantic movie about a young village boy Gajanan (Shrikant Patil) - his rags to riches story and all the struggles he lives through. Success came with enormous sacrifices for Gajanan, who gave up everything, including his childhood love, to make it big in the city! Watch Gavthi to know how Gajanan became successful & whether he actually got over his childhood love!",Drama,7.5,3300292,1,Movie,14,मराठी,"Gavthi Gavthi Gavthi is a Marathi romantic movie about a young village boy Gajanan  Shrikant Patil  - his rags to riches story and all the struggles he lives through. Success came with enormous sacrifices for Gajanan, who gave up everything, including his childhood love, to make it big in the city! Watch Gavthi to know how Gajanan became successful   whether he actually got over his childhood love! Gavthi is a Marathi romantic movie about a young village boy Gajanan  Shrikant Patil  - his rags to riches story and all the struggles he lives through. Success came with enormous sacrifices for Gajanan, who gave up everything, including his childhood love, to make it big in the city! Watch Gavthi to know how Gajanan became successful   whether he actually got over his childhood love! romantic emotional storyline elements of drama elements of coming_of_age Drama film with drama elements very good well received content moderately popular content feature length movie film cinema movie entertainment content मराठी language content language 14 entertainment"
1155,Asa Mee Tasa Mee,Mohan is a simple villager who works with his family in the village hospital. He is an exceptionally gifted man just not where looks are concerned. To utilize this gift he has to change his appearance which happens accidentally. Mohan rebels against society and takes a stand against the prevalent system and norms to prove his point. This film revolves around him and his villagers and also highlight todays human tendency of giving more importance to the shallow side of life like fame and fortune as opposed to basic humanity.,Comedy,8.5,5400054,1,Movie,14,मराठी,Asa Mee Tasa Mee Asa Mee Tasa Mee Mohan is a simple villager who works with his family in the village hospital. He is an exceptionally gifted man just not where looks are concerned. To utilize this gift he has to change his appearance which happens accidentally. Mohan rebels against society and takes a stand against the prevalent system and norms to prove his point. This film revolves around him and his villagers and also highlight todays human tendency of giving more importance to the shallow side of life like fame and fortune as opposed to basic humanity. Mohan is a simple villager who works with his family in the village hospital. He is an exceptionally gifted man just not where looks are concerned. To utilize this gift he has to change his appearance which happens accidentally. Mohan rebels against society and takes a stand against the prevalent system and norms to prove his point. This film revolves around him and his villagers and also highlight todays human tendency of giving more importance to the shallow side of life like fame and fortune as opposed to basic humanity. dramatic emotional storytelling elements of family Comedy film with comedy elements exceptional highly acclaimed masterpiece moderately popular content feature length movie film cinema movie entertainment content मराठी language content language 14 entertainment
1157,Chahto Mi Tula,"Cast - Prasad Oak, Meghan Jadhav, Sulekha Talwalkar, Shruti Marathe, Bharat Ganeshpure","Drama, Romance",7.5,1820320,1,Movie,14,मराठी,"Chahto Mi Tula Chahto Mi Tula Cast - Prasad Oak, Meghan Jadhav, Sulekha Talwalkar, Shruti Marathe, Bharat Ganeshpure Cast - Prasad Oak, Meghan Jadhav, Sulekha Talwalkar, Shruti Marathe, Bharat Ganeshpure Drama Romance film with drama, romance elements very good well received content moderately popular content feature length movie film cinema movie entertainment content मराठी language content language 14 entertainment"
1158,Karaar,"Unable to conceive a child, a married couple turns to surrogacy but find themselves in a strange situation. Star Cast - Subodh Bhave, Urmila Kanetkar Kothare, Kranti Redkar",Drama,7.2,1000105,1,Movie,14,मराठी,"Karaar Karaar Unable to conceive a child, a married couple turns to surrogacy but find themselves in a strange situation. Star Cast - Subodh Bhave, Urmila Kanetkar Kothare, Kranti Redkar Unable to conceive a child, a married couple turns to surrogacy but find themselves in a strange situation. Star Cast - Subodh Bhave, Urmila Kanetkar Kothare, Kranti Redkar elements of romance Drama film with drama elements good quality rated content moderately popular content feature length movie film cinema movie entertainment content मराठी language content language 14 entertainment"
1159,Mumbai Apli Ahe,"Raja, a small-time criminal who stands up against people harassing the helpless and poor in his neighbourhood, grows up to become one of the most dreaded gangsters in Mumbai.","Action, Thriller, Romance",7.6,366540,1,Movie,14,मराठी,"Mumbai Apli Ahe Mumbai Apli Ahe Raja, a small-time criminal who stands up against people harassing the helpless and poor in his neighbourhood, grows up to become one of the most dreaded gangsters in Mumbai. Raja, a small-time criminal who stands up against people harassing the helpless and poor in his neighbourhood, grows up to become one of the most dreaded gangsters in Mumbai. Action Thriller Romance film with action, thriller, romance elements very good well received content niche independent content feature length movie film cinema movie entertainment content मराठी language content language 14 entertainment"
