id,title,description,genres,imdb_rating,views,ismovie,media_type_name,lang_id,language_name,enhanced_text
5459,Kommissar Rex S10,"Ein Polizist ist kürzlich geschieden und um die Lücke zu schließen, adoptiert er einen Polizeihund, der ebenfalls seinen Begleiter verloren hat. Gemeinsam klären sie Verbrechen in und um die Stadt Wien auf.",Drama,7.2,47317,0,Series/TV Show,55,Deutsch,"Kommissar Rex S10 Kommissar Rex S10 Ein Polizist ist kürzlich geschieden und um die Lücke zu schließen, adoptiert er einen Polizeihund, der ebenfalls seinen Begleiter verloren hat. Gemeinsam klären sie Verbrechen in und um die Stadt Wien auf. Ein Polizist ist kürzlich geschieden und um die Lücke zu schließen, adoptiert er einen Polizeihund, der ebenfalls seinen Begleiter verloren hat. Gemeinsam klären sie Verbrechen in und um die Stadt Wien auf. Drama film with drama elements good quality rated content niche independent content television series episodic show series entertainment content Deutsch language content language 55 entertainment"
5604,Merz gegen Merz S1,Episode - 1 Season 1 : Anne und Erik Merz wollen sich einvernehmlich scheiden lassen. Doch die Anforderungen des Alltags machen ihr einen Strich durch die Rechnung und trotz therapeutischer Hilfe kommt es bald zu einem regelrechten Scheidungskrieg.,Drama,7.4,1433,0,Series/TV Show,55,Deutsch,Merz gegen Merz S1 Merz gegen Merz S1 Episode - 1 Season 1 : Anne und Erik Merz wollen sich einvernehmlich scheiden lassen. Doch die Anforderungen des Alltags machen ihr einen Strich durch die Rechnung und trotz therapeutischer Hilfe kommt es bald zu einem regelrechten Scheidungskrieg. Episode - 1 Season 1 : Anne und Erik Merz wollen sich einvernehmlich scheiden lassen. Doch die Anforderungen des Alltags machen ihr einen Strich durch die Rechnung und trotz therapeutischer Hilfe kommt es bald zu einem regelrechten Scheidungskrieg. elements of family Drama film with drama elements good quality rated content niche independent content television series episodic show series entertainment content Deutsch language content language 55 entertainment
5612,Aufschneider S1,"Über einen Pathologen mit einem komplizierten Leben. Seine Probleme mit sich selbst, seinen Kollegen und Patienten, die tot oder lebendig zu ihm kommen.","Comedy, Drama",8.0,115641,0,Series/TV Show,55,Deutsch,"Aufschneider S1 Aufschneider S1 Über einen Pathologen mit einem komplizierten Leben. Seine Probleme mit sich selbst, seinen Kollegen und Patienten, die tot oder lebendig zu ihm kommen. Über einen Pathologen mit einem komplizierten Leben. Seine Probleme mit sich selbst, seinen Kollegen und Patienten, die tot oder lebendig zu ihm kommen. Comedy Drama film with comedy, drama elements excellent highly rated content niche independent content television series episodic show series entertainment content Deutsch language content language 55 entertainment"
5613,Weissensee S1,"Das Leben zweier Familien in Ostberlin zwischen 1980 und 1990, als die Ära der kommunistischen DDR langsam zu Ende geht.",Drama,8.2,11708,0,Series/TV Show,55,Deutsch,"Weissensee S1 Weissensee S1 Das Leben zweier Familien in Ostberlin zwischen 1980 und 1990, als die Ära der kommunistischen DDR langsam zu Ende geht. Das Leben zweier Familien in Ostberlin zwischen 1980 und 1990, als die Ära der kommunistischen DDR langsam zu Ende geht. Drama film with drama elements excellent highly rated content niche independent content television series episodic show series entertainment content Deutsch language content language 55 entertainment"
5614,Weissensee S2,"Das Leben zweier Familien in Ostberlin zwischen 1980 und 1990, als die Ära der kommunistischen DDR langsam zu Ende geht.",Drama,8.2,3315,0,Series/TV Show,55,Deutsch,"Weissensee S2 Weissensee S2 Das Leben zweier Familien in Ostberlin zwischen 1980 und 1990, als die Ära der kommunistischen DDR langsam zu Ende geht. Das Leben zweier Familien in Ostberlin zwischen 1980 und 1990, als die Ära der kommunistischen DDR langsam zu Ende geht. Drama film with drama elements excellent highly rated content niche independent content television series episodic show series entertainment content Deutsch language content language 55 entertainment"
5615,Weissensee S3,"Das Leben zweier Familien in Ostberlin zwischen 1980 und 1990, als die Ära der kommunistischen DDR langsam zu Ende geht.",Drama,8.2,4842,0,Series/TV Show,55,Deutsch,"Weissensee S3 Weissensee S3 Das Leben zweier Familien in Ostberlin zwischen 1980 und 1990, als die Ära der kommunistischen DDR langsam zu Ende geht. Das Leben zweier Familien in Ostberlin zwischen 1980 und 1990, als die Ära der kommunistischen DDR langsam zu Ende geht. Drama film with drama elements excellent highly rated content niche independent content television series episodic show series entertainment content Deutsch language content language 55 entertainment"
5616,Deutschland von Oben S1,"Episode - 1 : Dokumentationen zum Thema Natur, Geschichte und Wissenschaft.","Drama, History, Documentary",7.8,293385,0,Series/TV Show,55,Deutsch,"Deutschland von Oben S1 Deutschland von Oben S1 Episode - 1 : Dokumentationen zum Thema Natur, Geschichte und Wissenschaft. Episode - 1 : Dokumentationen zum Thema Natur, Geschichte und Wissenschaft. Drama History Documentary film with drama, history, documentary elements very good well received content niche independent content television series episodic show series entertainment content Deutsch language content language 55 entertainment"
5622,Ku'damm 59 S1,"Episode - 1 Season 1 : Monica Schollack ist auf der Suche nach einem besseren Leben, während die Welt in eine Ära der Stärkung der Rolle der Frauen übergeht und sie darum kämpft, die Zustimmung ihrer Mutter zu erlangen.",Drama,7.7,74704,0,Series/TV Show,55,Deutsch,"Ku damm 59 S1 Ku damm 59 S1 Episode - 1 Season 1 : Monica Schollack ist auf der Suche nach einem besseren Leben, während die Welt in eine Ära der Stärkung der Rolle der Frauen übergeht und sie darum kämpft, die Zustimmung ihrer Mutter zu erlangen. Episode - 1 Season 1 : Monica Schollack ist auf der Suche nach einem besseren Leben, während die Welt in eine Ära der Stärkung der Rolle der Frauen übergeht und sie darum kämpft, die Zustimmung ihrer Mutter zu erlangen. elements of family Drama film with drama elements very good well received content niche independent content television series episodic show series entertainment content Deutsch language content language 55 entertainment"
5625,Terra X: Deutschlands Städte S1 - E1,"Episode - 1 Season 1 : Dokumentationen zum Thema Natur, Geschichte und Wissenschaft.","Drama, History, Documentary",7.8,501705,0,Series/TV Show,55,Deutsch,"Terra X: Deutschlands Städte S1 - E1 Terra X: Deutschlands Städte S1 - E1 Episode - 1 Season 1 : Dokumentationen zum Thema Natur, Geschichte und Wissenschaft. Episode - 1 Season 1 : Dokumentationen zum Thema Natur, Geschichte und Wissenschaft. elements of family Drama History Documentary film with drama, history, documentary elements very good well received content niche independent content television series episodic show series entertainment content Deutsch language content language 55 entertainment"
5626,Terra X: Deutschlands Städte S1 - E2,"Episode - 2 Season 1 : Dokumentationen zum Thema Natur, Geschichte und Wissenschaft.","Drama, History, Documentary",7.8,202731,0,Series/TV Show,55,Deutsch,"Terra X: Deutschlands Städte S1 - E2 Terra X: Deutschlands Städte S1 - E2 Episode - 2 Season 1 : Dokumentationen zum Thema Natur, Geschichte und Wissenschaft. Episode - 2 Season 1 : Dokumentationen zum Thema Natur, Geschichte und Wissenschaft. elements of family Drama History Documentary film with drama, history, documentary elements very good well received content niche independent content television series episodic show series entertainment content Deutsch language content language 55 entertainment"
