id,title,description,genres,imdb_rating,views,ismovie,media_type_name,lang_id,language_name,enhanced_text
210,Hitman: Agent 47,Film directed by Aleksander Bach and written by Skip Woods,"Action, Thriller",6.0,49814,1,Movie,1,English,"Hitman: Agent 47 Hitman: Agent 47 Film directed by Aleksander Bach and written by Skip Woods Film directed by Aleksander Bach and written by Skip Woods Action Thriller film with action, thriller elements average rated content niche independent content feature length movie film cinema movie entertainment content English language content language 1 entertainment international global English content international crossover appeal"
230,Undisputed 3,Directed by Isaac Florentine,Action,7.0,330994,1,Movie,1,English,Undisputed 3 Undisputed 3 Directed by Isaac Florentine Directed by Isaac Florentine Action film with action elements good quality rated content niche independent content feature length movie film cinema movie entertainment content English language content language 1 entertainment international global English content international crossover appeal
262,The Man Who Knew Infinity,"Srinivasa Ramanujan, an exceptionally gifted young mathematician, writes to Professor G H Hardy at Trinity College, Cambridge, and a beautiful friendship ensues between them.","Drama, Popular",7.0,428483,1,Movie,1,English,"The Man Who Knew Infinity The Man Who Knew Infinity Srinivasa Ramanujan, an exceptionally gifted young mathematician, writes to Professor G H Hardy at Trinity College, Cambridge, and a beautiful friendship ensues between them. Srinivasa Ramanujan, an exceptionally gifted young mathematician, writes to Professor G H Hardy at Trinity College, Cambridge, and a beautiful friendship ensues between them. friendship and camaraderie elements of coming_of_age Drama Popular film with drama, popular elements good quality rated content niche independent content feature length movie film cinema movie entertainment content English language content language 1 entertainment international global English content international crossover appeal"
291,Time Jumpers,"When a young man finds a time machine device, his life spins out of control.",Sci-fi,3.4,1040881,1,Movie,1,English,"Time Jumpers Time Jumpers When a young man finds a time machine device, his life spins out of control. When a young man finds a time machine device, his life spins out of control. elements of drama elements of coming_of_age Sci-fi film with sci-fi elements low rated content moderately popular content feature length movie film cinema movie entertainment content English language content language 1 entertainment international global English content international crossover appeal"
353,Forest Fairies,Amanda stumbles upon a hidden village of fairies in the forest.,"War, Adventure",6.0,321230,1,Movie,1,English,"Forest Fairies Forest Fairies Amanda stumbles upon a hidden village of fairies in the forest. Amanda stumbles upon a hidden village of fairies in the forest. War Adventure film with war, adventure elements average rated content niche independent content feature length movie film cinema movie entertainment content English language content language 1 entertainment international global English content international crossover appeal"
360,Vivegam,Film written and directed by Siva.,"Action, Thriller",5.0,322507,1,Movie,1,English,"Vivegam Vivegam Film written and directed by Siva. Film written and directed by Siva. Action Thriller film with action, thriller elements low rated content niche independent content feature length movie film cinema movie entertainment content English language content language 1 entertainment international global English content international crossover appeal"
361,12 Dogs of Christmas,A girl who uses dogs to teach people about the true meaning of Christmas during the Depression.,"Comedy, Drama",5.0,202292,1,Movie,1,English,"12 Dogs of Christmas 12 Dogs of Christmas A girl who uses dogs to teach people about the true meaning of Christmas during the Depression. A girl who uses dogs to teach people about the true meaning of Christmas during the Depression. Comedy Drama film with comedy, drama elements low rated content niche independent content feature length movie film cinema movie entertainment content English language content language 1 entertainment international global English content international crossover appeal"
379,BILLIONAIRE RANSOM,written by Alexander Ignon,Thriller,6.0,252704,1,Movie,1,English,BILLIONAIRE RANSOM BILLIONAIRE RANSOM written by Alexander Ignon written by Alexander Ignon Thriller film with thriller elements average rated content niche independent content feature length movie film cinema movie entertainment content English language content language 1 entertainment international global English content international crossover appeal
386,Heaven's Door,A girl whose parents are divorcing suffers,Drama,5.4,362956,1,Movie,1,English,Heaven s Door Heaven s Door A girl whose parents are divorcing suffers A girl whose parents are divorcing suffers elements of family Drama film with drama elements low rated content niche independent content feature length movie film cinema movie entertainment content English language content language 1 entertainment international global English content international crossover appeal
1328,A Dash of Love,"Truth will always prevail if not in the beginning, it will in the end. A great story of tough times, twists and turns and even turmoil can somehow be overturn and turn into success in the end. Clean and caring thoughts and actions are always rewarded in the long run.",Love Story,7.6,2155514,1,Movie,1,English,"A Dash of Love A Dash of Love Truth will always prevail if not in the beginning, it will in the end. A great story of tough times, twists and turns and even turmoil can somehow be overturn and turn into success in the end. Clean and caring thoughts and actions are always rewarded in the long run. Truth will always prevail if not in the beginning, it will in the end. A great story of tough times, twists and turns and even turmoil can somehow be overturn and turn into success in the end. Clean and caring thoughts and actions are always rewarded in the long run. intense action packed sequences Love Story film with love story elements very good well received content moderately popular content feature length movie film cinema movie entertainment content English language content language 1 entertainment international global English content romantic emotional story international crossover appeal"
1465,Fatal Instinct,Full Action Movie | Ivan Sergei,Action,5.7,1846749,1,Movie,1,English,Fatal Instinct Fatal Instinct Full Action Movie   Ivan Sergei Full Action Movie   Ivan Sergei elements of action Action film with action elements low rated content moderately popular content feature length movie film cinema movie entertainment content English language content language 1 entertainment international global English content international crossover appeal
1475,Quantum Voyage (The Black Hole),Quantum Voyage (The Black Hole) Malcolm McDowell,"Thriller, Sci-fi",5.2,2178024,1,Movie,1,English,"Quantum Voyage  The Black Hole  Quantum Voyage  The Black Hole  Quantum Voyage  The Black Hole  Malcolm McDowell Quantum Voyage  The Black Hole  Malcolm McDowell Thriller Sci-fi film with thriller, sci-fi elements low rated content moderately popular content feature length movie film cinema movie entertainment content English language content language 1 entertainment international global English content international crossover appeal"
1611,FAST X,Fast X also known as Fast & Furious 10 Vin Diesel Movie,"Action, Adventure, Crime",6.3,9345158,1,Movie,1,English,"FAST X FAST X Fast X also known as Fast   Furious 10 Vin Diesel Movie Fast X also known as Fast   Furious 10 Vin Diesel Movie Action Adventure Crime film with action, adventure, crime elements average rated content moderately popular content feature length movie film cinema movie entertainment content English language content language 1 entertainment international global English content international crossover appeal"
1622,Stowaway,A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,"Adventure, Thriller, Sci-fi",5.6,159214,1,Movie,1,English,"Stowaway Stowaway A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board. A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board. elements of family Adventure Thriller Sci-fi film with adventure, thriller, sci-fi elements low rated content niche independent content feature length movie film cinema movie entertainment content English language content language 1 entertainment international global English content international crossover appeal"
1623,Custody,Naga Chaitanya | Krithi Shetty | Yuvan Shankar Raja | Venkat Prabhu,"Action, Drama, Thriller",8.5,16371244,1,Movie,1,English,"Custody Custody Naga Chaitanya   Krithi Shetty   Yuvan Shankar Raja   Venkat Prabhu Naga Chaitanya   Krithi Shetty   Yuvan Shankar Raja   Venkat Prabhu Action Drama Thriller film with action, drama, thriller elements exceptional highly acclaimed masterpiece popular well known content feature length movie film cinema movie entertainment content English language content language 1 entertainment international global English content international crossover appeal"
