id,title,description,genres,imdb_rating,views,ismovie,media_type_name,lang_id,language_name,enhanced_text
1742,Lady Voyeur,Season 01 :- Episodes: 01-10,"Drama, Mystery, Thriller",5.0,185649,0,Series/TV Show,1,English,"Lady Voyeur Lady Voyeur Season 01 :- Episodes: 01-10 Season 01 :- Episodes: 01-10 elements of family Drama Mystery Thriller film with drama, mystery, thriller elements low rated content niche independent content television series episodic show series entertainment content English language content language 1 entertainment international global English content international crossover appeal"
1743,Rabbit Hole,Season 01 :- Episodes: 01-08,"Action, Drama, Thriller",7.5,2608169,0,Series/TV Show,1,English,"Rabbit Hole Rabbit Hole Season 01 :- Episodes: 01-08 Season 01 :- Episodes: 01-08 elements of family Action Drama Thriller film with action, drama, thriller elements very good well received content moderately popular content television series episodic show series entertainment content English language content language 1 entertainment international global English content international crossover appeal"
1748,Tulsa King,Season 01 :- Episodes: 01-09,"Drama, Crime",8.1,8158464,0,Series/TV Show,1,English,"Tulsa King Tulsa King Season 01 :- Episodes: 01-09 Season 01 :- Episodes: 01-09 elements of family Drama Crime film with drama, crime elements excellent highly rated content moderately popular content television series episodic show series entertainment content English language content language 1 entertainment international global English content international crossover appeal"
1779,FUBAR,Season: 01 Episodes : 01-08 A C.I.A. operative on the edge of retirement discovers a family secret and is called back into the field for one last job.,"Action, Adventure, Thriller",6.5,3133370,0,Series/TV Show,1,English,"FUBAR FUBAR Season: 01 Episodes : 01-08 A C.I.A. operative on the edge of retirement discovers a family secret and is called back into the field for one last job. Season: 01 Episodes : 01-08 A C.I.A. operative on the edge of retirement discovers a family secret and is called back into the field for one last job. family friendly content elements of drama Action Adventure Thriller film with action, adventure, thriller elements decent watchable content moderately popular content television series episodic show series entertainment content English language content language 1 entertainment international global English content international crossover appeal"
1795,The Gryphon,Season: 01 Episodes : 01-06,Fantasy,6.5,26838,0,Series/TV Show,1,English,The Gryphon The Gryphon Season: 01 Episodes : 01-06 Season: 01 Episodes : 01-06 elements of family Fantasy film with fantasy elements decent watchable content niche independent content television series episodic show series entertainment content English language content language 1 entertainment international global English content international crossover appeal
1869,Deadloch,Season 01: Episodes : 01-08,Comedy,5.7,137702,0,Series/TV Show,1,English,Deadloch Deadloch Season 01: Episodes : 01-08 Season 01: Episodes : 01-08 elements of family Comedy film with comedy elements low rated content niche independent content television series episodic show series entertainment content English language content language 1 entertainment international global English content international crossover appeal
1875,Meter Down,Season:- 01  Episodes :- 01-06,"Comedy, Drama, Romance",8.3,467844,0,Series/TV Show,1,English,"Meter Down Meter Down Season:- 01 Episodes :- 01-06 Season:- 01 Episodes :- 01-06 elements of family Comedy Drama Romance film with comedy, drama, romance elements excellent highly rated content niche independent content television series episodic show series entertainment content English language content language 1 entertainment international global English content international crossover appeal"
1910,Vadhandhi: The Fable of Velonie,Season:- 01  Episodes :- 01-08,"Drama, Mystery, Sci-fi, Crime",8.1,8702782,0,Series/TV Show,1,English,"Vadhandhi: The Fable of Velonie Vadhandhi: The Fable of Velonie Season:- 01 Episodes :- 01-08 Season:- 01 Episodes :- 01-08 elements of family Drama Mystery Sci-fi Crime film with drama, mystery, sci-fi, crime elements excellent highly rated content moderately popular content television series episodic show series entertainment content English language content language 1 entertainment international global English content international crossover appeal"
2000,The Lake S1,Season :- 01 Episodes :-  01- 08,"Comedy, Drama",6.2,35771,0,Series/TV Show,1,English,"The Lake S1 The Lake S1 Season :- 01 Episodes :- 01- 08 Season :- 01 Episodes :- 01- 08 elements of family Comedy Drama film with comedy, drama elements average rated content niche independent content television series episodic show series entertainment content English language content language 1 entertainment international global English content international crossover appeal"
2001,The Lake S2,Season :- 02 Episodes :-  01- 08,"Comedy, Drama",6.2,531,0,Series/TV Show,1,English,"The Lake S2 The Lake S2 Season :- 02 Episodes :- 01- 08 Season :- 02 Episodes :- 01- 08 elements of family Comedy Drama film with comedy, drama elements average rated content niche independent content television series episodic show series entertainment content English language content language 1 entertainment international global English content international crossover appeal"
