id,title,description,genres,imdb_rating,views,ismovie,media_type_name,lang_id,language_name,enhanced_text
4525,La red bajo 1,"Los jóvenes investigan a una misteriosa figura de Internet, el Getter, en una cadena de favores con dilemas morales. Dirigido por Irene, el grupo se enfrenta a solicitudes ilegales mientras desentraña la identidad del Getter"".","Drama, Mystery",7.2,10523340,0,Series/TV Show,4,Español,"La red bajo 1 La red bajo 1 Los jóvenes investigan a una misteriosa figura de Internet, el Getter, en una cadena de favores con dilemas morales. Dirigido por Irene, el grupo se enfrenta a solicitudes ilegales mientras desentraña la identidad del Getter . Los jóvenes investigan a una misteriosa figura de Internet, el Getter, en una cadena de favores con dilemas morales. Dirigido por Irene, el grupo se enfrenta a solicitudes ilegales mientras desentraña la identidad del Getter . Drama Mystery film with drama, mystery elements good quality rated content popular well known content television series episodic show series entertainment content Español language content language 4 entertainment spanish latino hispanic content regional blockbuster crossover potential"
4526,La red bajo 2,"La cadena de favores sigue funcionando, pero ahora con un nuevo Conseguidor al mando: Irene. Ninguno de sus amigos lo sabe, aunque Joel sospecha que sucede algo. Mientras tanto, dos nuevos miembros caen en las redes de C: Anaís, una cantante que oculta un secreto, y Gabriel, un viejo “amigo” de Kiu. No te pierdas el desenlace de de Bajo la red.","Drama, Mystery",7.2,3432876,0,Series/TV Show,4,Español,"La red bajo 2 La red bajo 2 La cadena de favores sigue funcionando, pero ahora con un nuevo Conseguidor al mando: Irene. Ninguno de sus amigos lo sabe, aunque Joel sospecha que sucede algo. Mientras tanto, dos nuevos miembros caen en las redes de C: Anaís, una cantante que oculta un secreto, y Gabriel, un viejo  amigo  de Kiu. No te pierdas el desenlace de de Bajo la red. La cadena de favores sigue funcionando, pero ahora con un nuevo Conseguidor al mando: Irene. Ninguno de sus amigos lo sabe, aunque Joel sospecha que sucede algo. Mientras tanto, dos nuevos miembros caen en las redes de C: Anaís, una cantante que oculta un secreto, y Gabriel, un viejo  amigo  de Kiu. No te pierdas el desenlace de de Bajo la red. Drama Mystery film with drama, mystery elements good quality rated content moderately popular content television series episodic show series entertainment content Español language content language 4 entertainment spanish latino hispanic content"
4528,Dorien,"Dorien es una serie de televisión web española de suspenso psicológico y terror creada por Kiko y Javier Prada y protagonizada por Carolina Bang, Daniel Muriel, Macarena Gómez y Dafne Fernández. Se estrenó de 2017 a 2018 en playz de RTVE.",Horror,5.7,9461579,0,Series/TV Show,4,Español,"Dorien Dorien Dorien es una serie de televisión web española de suspenso psicológico y terror creada por Kiko y Javier Prada y protagonizada por Carolina Bang, Daniel Muriel, Macarena Gómez y Dafne Fernández. Se estrenó de 2017 a 2018 en playz de RTVE. Dorien es una serie de televisión web española de suspenso psicológico y terror creada por Kiko y Javier Prada y protagonizada por Carolina Bang, Daniel Muriel, Macarena Gómez y Dafne Fernández. Se estrenó de 2017 a 2018 en playz de RTVE. elements of horror Horror film with horror elements low rated content moderately popular content television series episodic show series entertainment content Español language content language 4 entertainment spanish latino hispanic content"
4529,Boca Norte,"Boca Norte is a Spanish drama streaming television series created by Eva Mor for Playz. Produced by RTVE in collaboration with Lavinia Audiovisual and directed by Dani de la Orden and Elena Trapé, it stars Begoña Vargas, David Solans, Marina Castro, Guillermo Lasheras, Jasmine Roldán, Júlia Creus and Guillermo Campra.",Drama,6.0,3636655,0,Series/TV Show,4,Español,"Boca Norte Boca Norte Boca Norte is a Spanish drama streaming television series created by Eva Mor for Playz. Produced by RTVE in collaboration with Lavinia Audiovisual and directed by Dani de la Orden and Elena Trapé, it stars Begoña Vargas, David Solans, Marina Castro, Guillermo Lasheras, Jasmine Roldán, Júlia Creus and Guillermo Campra. Boca Norte is a Spanish drama streaming television series created by Eva Mor for Playz. Produced by RTVE in collaboration with Lavinia Audiovisual and directed by Dani de la Orden and Elena Trapé, it stars Begoña Vargas, David Solans, Marina Castro, Guillermo Lasheras, Jasmine Roldán, Júlia Creus and Guillermo Campra. elements of drama Drama film with drama elements average rated content moderately popular content television series episodic show series entertainment content Español language content language 4 entertainment spanish latino hispanic content"
5277,Campamento Desventura S1,Campamento Desventura es una serie web mexicana producida por Odd Nation Cartoons fuertemente inspirada en Total Drama.,Reality,8.1,343063,0,Series/TV Show,4,Español,Campamento Desventura S1 Campamento Desventura S1 Campamento Desventura es una serie web mexicana producida por Odd Nation Cartoons fuertemente inspirada en Total Drama. Campamento Desventura es una serie web mexicana producida por Odd Nation Cartoons fuertemente inspirada en Total Drama. elements of drama Reality film with reality elements excellent highly rated content niche independent content television series episodic show series entertainment content Español language content language 4 entertainment spanish latino hispanic content
5279,Ser o no ser,"La historia de Joel, un adolescente transgénero de 16 años que sueña con convertirse en un gran artista, mientras enfrenta los desafíos emocionales de su nueva transición.",Drama,7.6,1209381,0,Series/TV Show,4,Español,"Ser o no ser Ser o no ser La historia de Joel, un adolescente transgénero de 16 años que sueña con convertirse en un gran artista, mientras enfrenta los desafíos emocionales de su nueva transición. La historia de Joel, un adolescente transgénero de 16 años que sueña con convertirse en un gran artista, mientras enfrenta los desafíos emocionales de su nueva transición. elements of coming_of_age Drama film with drama elements very good well received content moderately popular content television series episodic show series entertainment content Español language content language 4 entertainment spanish latino hispanic content"
5281,Yrreal,Yrreal es una serie de televisión española de acción y suspenso creada por Alberto Utrera y Paula Sánchez para Playz y protagonizada por Angy Fernández y Veki Velilla. Se estrenó el 17 de noviembre de 2021. La serie combina imágenes de acción en vivo con animación 2D.,Thriller,7.9,1253665,0,Series/TV Show,4,Español,Yrreal Yrreal Yrreal es una serie de televisión española de acción y suspenso creada por Alberto Utrera y Paula Sánchez para Playz y protagonizada por Angy Fernández y Veki Velilla. Se estrenó el 17 de noviembre de 2021. La serie combina imágenes de acción en vivo con animación 2D. Yrreal es una serie de televisión española de acción y suspenso creada por Alberto Utrera y Paula Sánchez para Playz y protagonizada por Angy Fernández y Veki Velilla. Se estrenó el 17 de noviembre de 2021. La serie combina imágenes de acción en vivo con animación 2D. Thriller film with thriller elements very good well received content moderately popular content television series episodic show series entertainment content Español language content language 4 entertainment spanish latino hispanic content
5282,Chicos de Barrio,"La suerte se abrió camino en las vidas de los hermanos elegidos en Tozluyaka, provocando un viaje de esperanza a través de encuentros con la crueldad, la injusticia y el amor. Su historia se entrelazó con la de todos",Drama,5.7,74003,0,Series/TV Show,4,Español,"Chicos de Barrio Chicos de Barrio La suerte se abrió camino en las vidas de los hermanos elegidos en Tozluyaka, provocando un viaje de esperanza a través de encuentros con la crueldad, la injusticia y el amor. Su historia se entrelazó con la de todos La suerte se abrió camino en las vidas de los hermanos elegidos en Tozluyaka, provocando un viaje de esperanza a través de encuentros con la crueldad, la injusticia y el amor. Su historia se entrelazó con la de todos Drama film with drama elements low rated content niche independent content television series episodic show series entertainment content Español language content language 4 entertainment spanish latino hispanic content"
5283,Pájaro soñador,"Sanem, un aspirante a escritor, se ve obligado a encontrar un trabajo adecuado o casarse. Para escapar de sus padres y de su matrimonio, acepta un trabajo de publicidad, pero pronto se enamora de su jefe.",Romance,7.4,6861818,0,Series/TV Show,4,Español,"Pájaro soñador Pájaro soñador Sanem, un aspirante a escritor, se ve obligado a encontrar un trabajo adecuado o casarse. Para escapar de sus padres y de su matrimonio, acepta un trabajo de publicidad, pero pronto se enamora de su jefe. Sanem, un aspirante a escritor, se ve obligado a encontrar un trabajo adecuado o casarse. Para escapar de sus padres y de su matrimonio, acepta un trabajo de publicidad, pero pronto se enamora de su jefe. Romance film with romance elements good quality rated content moderately popular content television series episodic show series entertainment content Español language content language 4 entertainment spanish latino hispanic content"
5284,In-hibidos,"Descubre la historia de 'Inhibidos', cinco adolescentes que van a pasar un fin de semana a la casa de uno de ellos. Parece un plan genial pero todo se complica cuando aparecen dos individuos en los alrededores.",Thriller,5.6,2661638,0,Series/TV Show,4,Español,"In-hibidos In-hibidos Descubre la historia de  Inhibidos , cinco adolescentes que van a pasar un fin de semana a la casa de uno de ellos. Parece un plan genial pero todo se complica cuando aparecen dos individuos en los alrededores. Descubre la historia de  Inhibidos , cinco adolescentes que van a pasar un fin de semana a la casa de uno de ellos. Parece un plan genial pero todo se complica cuando aparecen dos individuos en los alrededores. elements of coming_of_age Thriller film with thriller elements low rated content moderately popular content television series episodic show series entertainment content Español language content language 4 entertainment spanish latino hispanic content"
5315,Si fueras tú,"Alba es una joven de 17 años que se muda con su tío Miguel a una urbanización en busca de una nuevavida. Los padres de Alba se han trasladado a Nueva Zelanda por trabajo, pero ella tiene que terminar el curso en España.",Thriller,5.5,35909971,0,Series/TV Show,4,Español,"Si fueras tú Si fueras tú Alba es una joven de 17 años que se muda con su tío Miguel a una urbanización en busca de una nuevavida. Los padres de Alba se han trasladado a Nueva Zelanda por trabajo, pero ella tiene que terminar el curso en España. Alba es una joven de 17 años que se muda con su tío Miguel a una urbanización en busca de una nuevavida. Los padres de Alba se han trasladado a Nueva Zelanda por trabajo, pero ella tiene que terminar el curso en España. Thriller film with thriller elements low rated content popular well known content television series episodic show series entertainment content Español language content language 4 entertainment spanish latino hispanic content regional blockbuster crossover potential"
5316,Antes de perder,"Antes de perder es la historia de Jana y Diana, dos mujeres de treinta y tantos años que son tan diferentes en todo que, en condiciones normales, no hubieran cruzado ni un par de palabras. Pero",Adventure,6.3,1362026,0,Series/TV Show,4,Español,"Antes de perder Antes de perder Antes de perder es la historia de Jana y Diana, dos mujeres de treinta y tantos años que son tan diferentes en todo que, en condiciones normales, no hubieran cruzado ni un par de palabras. Pero Antes de perder es la historia de Jana y Diana, dos mujeres de treinta y tantos años que son tan diferentes en todo que, en condiciones normales, no hubieran cruzado ni un par de palabras. Pero elements of family Adventure film with adventure elements average rated content moderately popular content television series episodic show series entertainment content Español language content language 4 entertainment spanish latino hispanic content"
